Q,J_numerical,J_exact,Absolute_difference,Percent_difference
4.955000000000000e+01,5.736864434431844e-11,5.728307884917144e-11,8.556549514700146e-14,1.493730729318840e-01
4.960000000000000e+01,5.702318914454316e-11,5.693762074019313e-11,8.556840435003045e-14,1.502844749001365e-01
4.965000000000001e+01,5.668016195151195e-11,5.659459063688552e-11,8.557131462642322e-14,1.512005187482567e-01
4.970000000000000e+01,5.633954328306838e-11,5.625396905718600e-11,8.557422588237232e-14,1.521212232960492e-01
4.975000000000000e+01,5.600131383273510e-11,5.591573669470784e-11,8.557713802726270e-14,1.530466074237777e-01
4.980000000000000e+01,5.566545446795157e-11,5.557987441698185e-11,8.558005096971675e-14,1.539766900652957e-01
4.985000000000000e+01,5.533194622833915e-11,5.524636326371775e-11,8.558296462140709e-14,1.549114902149812e-01
4.990000000000001e+01,5.500077032397945e-11,5.491518444508384e-11,8.558587889561546e-14,1.558510269253541e-01
4.995000000000000e+01,5.467190813371040e-11,5.458631934000656e-11,8.558879370384000e-14,1.567953193010242e-01
5.000000000000000e+01,5.434534120344735e-11,5.425974949448784e-11,8.559170895951110e-14,1.577443865055186e-01
5.005000000000000e+01,5.402105124452250e-11,5.393545661994122e-11,8.559462458128070e-14,1.586982477675629e-01
5.010000000000000e+01,5.369902013203300e-11,5.361342259154652e-11,8.559754048648244e-14,1.596569223692483e-01
5.015000000000001e+01,5.337922990321442e-11,5.329362944662169e-11,8.560045659273431e-14,1.606204296490461e-01
5.020000000000000e+01,5.306166275583468e-11,5.297605938301334e-11,8.560337282134429e-14,1.615887890083286e-01
5.025000000000000e+01,5.274630104659564e-11,5.266069475750412e-11,8.560628909152009e-14,1.625620199006608e-01
5.030000000000000e+01,5.243312728956585e-11,5.234751808423777e-11,8.560920532808522e-14,1.635401418465010e-01
5.035000000000000e+01,5.212212415461501e-11,5.203651203316157e-11,8.561212145343979e-14,1.645231744181496e-01
5.040000000000001e+01,5.181327446587315e-11,5.172765942848493e-11,8.561503738821970e-14,1.655111372409670e-01
5.045000000000000e+01,5.150656120021623e-11,5.142094324715588e-11,8.561795306035039e-14,1.665040500109573e-01
5.050000000000000e+01,5.120196748574668e-11,5.111634661735293e-11,8.562086839375061e-14,1.675019324731711e-01
5.055000000000000e+01,5.089947660031283e-11,5.081385281699411e-11,8.562378331871748e-14,1.685048044419918e-01
5.060000000000000e+01,5.059907197002739e-11,5.051344527226195e-11,8.562669776543824e-14,1.695126857887434e-01
5.065000000000001e+01,5.030073716780590e-11,5.021510755614409e-11,8.562961166180602e-14,1.705255964374187e-01
5.070000000000000e+01,5.000445591192870e-11,4.991882338699032e-11,8.563252493838287e-14,1.715435563745682e-01
5.075000000000000e+01,4.971021206461205e-11,4.962457662708442e-11,8.563543752762434e-14,1.725665856479784e-01
5.080000000000000e+01,4.941798963059809e-11,4.933235128123217e-11,8.563834936592151e-14,1.735947043710067e-01
5.085000000000000e+01,4.912777275574839e-11,4.904213149536408e-11,8.564126038430176e-14,1.746279327039392e-01
5.090000000000001e+01,4.883954572567104e-11,4.875390155515340e-11,8.564417051763752e-14,1.756662908726424e-01
5.095000000000000e+01,4.855329296434697e-11,4.846764588464891e-11,8.564707969806122e-14,1.767097991552920e-01
5.100000000000000e+01,4.826899903278708e-11,4.818334904492240e-11,8.564998786467814e-14,1.777584779024488e-01
5.105000000000000e+01,4.798664862769130e-11,4.790099573273075e-11,8.565289496054853e-14,1.788123475312683e-01
5.110000000000000e+01,4.770622658011262e-11,4.762057077919246e-11,8.565580092015711e-14,1.798714284995171e-01
5.115000000000001e+01,4.742771785416231e-11,4.734205914847793e-11,8.565870568437984e-14,1.809357413367471e-01
5.120000000000000e+01,4.715110754571066e-11,4.706544593651442e-11,8.566160919624465e-14,1.820053066357680e-01
5.125000000000000e+01,4.687638088110063e-11,4.679071636970426e-11,8.566451139636904e-14,1.830801450431191e-01
5.130000000000000e+01,4.660352321588222e-11,4.651785580365705e-11,8.566741222517015e-14,1.841602772637584e-01
5.135000000000000e+01,4.633252003356075e-11,4.624684972193559e-11,8.567031162515892e-14,1.852457240660961e-01
5.140000000000001e+01,4.606335694435506e-11,4.597768373481462e-11,8.567320954043603e-14,1.863365062811194e-01
5.145000000000000e+01,4.579601968397337e-11,4.571034357805344e-11,8.567610591992956e-14,1.874326448096631e-01
5.150000000000000e+01,4.553049411239067e-11,4.544481511168111e-11,8.567900070956256e-14,1.885341606055730e-01
5.155000000000000e+01,4.526676621264842e-11,4.518108431879470e-11,8.568189385372653e-14,1.896410746788652e-01
5.160000000000000e+01,4.500482208966877e-11,4.491913730437063e-11,8.568478529813773e-14,1.907534081020755e-01
5.165000000000001e+01,4.474464796908062e-11,4.465896029408795e-11,8.568767499266774e-14,1.918711820167727e-01
5.170000000000000e+01,4.448623019605454e-11,4.440053963316504e-11,8.569056288949517e-14,1.929944176297544e-01
5.175000000000000e+01,4.422955523414525e-11,4.414386178520753e-11,8.569344893772256e-14,1.941231362010973e-01
5.180000000000000e+01,4.397460966415784e-11,4.388891333106936e-11,8.569633308848164e-14,1.952573590556785e-01
5.185000000000000e+01,4.372138018301675e-11,4.363568096772547e-11,8.569921529128208e-14,1.963971075750332e-01
5.190000000000001e+01,4.346985360265368e-11,4.338415150715628e-11,8.570209549739776e-14,1.975424032051453e-01
5.195000000000000e+01,4.322001684890602e-11,4.313431187524437e-11,8.570497366165688e-14,1.986932674608046e-01
5.200000000000000e+01,4.297185696041918e-11,4.288614911068223e-11,8.570784973694245e-14,1.998497219131154e-01
5.205000000000000e+01,4.272536108757239e-11,4.263965036389204e-11,8.571072368034446e-14,2.010117882038867e-01
5.210000000000000e+01,4.248051649140498e-11,4.239480289595653e-11,8.571359544844888e-14,2.021794880348977e-01
5.215000000000001e+01,4.223731054255700e-11,4.215159407756113e-11,8.571646499587708e-14,2.033528431644941e-01
5.220000000000000e+01,4.199573072022566e-11,4.191001138794731e-11,8.571933227834906e-14,2.045318754148577e-01
5.225000000000000e+01,4.175576461112942e-11,4.167004241387674e-11,8.572219725267693e-14,2.057166066721597e-01
5.230000000000000e+01,4.151739990848493e-11,4.143167484860651e-11,8.572505987841933e-14,2.069070588907235e-01
5.235000000000000e+01,4.128062441098829e-11,4.119489649087504e-11,8.572792011325432e-14,2.081032540820771e-01
5.240000000000001e+01,4.104542602180800e-11,4.095969524389829e-11,8.573077790971597e-14,2.093052143069526e-01
5.245000000000000e+01,4.081179274761385e-11,4.072605911437714e-11,8.573363323670745e-14,2.105129617278429e-01
5.250000000000000e+01,4.057971269757573e-11,4.049397621151436e-11,8.573648606137417e-14,2.117265185654829e-01
5.255000000000000e+01,4.034917408237992e-11,4.026343474604231e-11,8.573933633760083e-14,2.129459070702570e-01
5.260000000000000e+01,4.012016521328973e-11,4.003442302926083e-11,8.574218402890745e-14,2.141711495785494e-01
5.265000000000001e+01,3.989267450118221e-11,3.980692947208472e-11,8.574502909748932e-14,2.154022684859918e-01
5.270000000000000e+01,3.966669045560835e-11,3.958094258410166e-11,8.574787150669197e-14,2.166392862537185e-01
5.275000000000000e+01,3.944220168386062e-11,3.935645097263946e-11,8.575071122115991e-14,2.178822254089264e-01
5.280000000000000e+01,3.921919689004812e-11,3.913344334184325e-11,8.575354820487200e-14,2.191311085400462e-01
5.285000000000000e+01,3.899766487418555e-11,3.891190849176238e-11,8.575638242317068e-14,2.203859583020073e-01
5.290000000000001e+01,3.877759453128816e-11,3.869183531744624e-11,8.575921384192180e-14,2.216467974142668e-01
5.295000000000000e+01,3.855897485047642e-11,3.847321280805024e-11,8.576204242617700e-14,2.229136486574677e-01
5.300000000000000e+01,3.834179491409198e-11,3.825603004595021e-11,8.576486814177629e-14,2.241865348776705e-01
5.305000000000000e+01,3.812604389682588e-11,3.804027620586656e-11,8.576769095932892e-14,2.254654789969739e-01
5.310000000000000e+01,3.791171106484554e-11,3.782594055399724e-11,8.577051084830029e-14,2.267505039983375e-01
5.315000000000001e+01,3.769878577493398e-11,3.761301244715970e-11,8.577332777427840e-14,2.280416329183318e-01
5.320000000000000e+01,3.748725747364411e-11,3.740148133194165e-11,8.577614170246349e-14,2.293388888562787e-01
5.325000000000000e+01,3.727711569646598e-11,3.719133674386053e-11,8.577895260544875e-14,2.306422949952423e-01
5.330000000000000e+01,3.706835006699018e-11,3.698256830653176e-11,8.578176045841230e-14,2.319518745896881e-01
5.335000000000000e+01,3.686095029607558e-11,3.677516573084552e-11,8.578456523005698e-14,2.332676509411468e-01
5.340000000000001e+01,3.665490618104211e-11,3.656911881415177e-11,8.578736689033287e-14,2.345896474189426e-01
5.345000000000000e+01,3.645020760486606e-11,3.636441743945396e-11,8.579016541209810e-14,2.359178874649567e-01
5.350000000000000e+01,3.624684453537914e-11,3.616105157461073e-11,8.579296076840470e-14,2.372523945864488e-01
5.355000000000000e+01,3.604480702447748e-11,3.595901127154591e-11,8.579575293157441e-14,2.385931923536060e-01
5.360000000000000e+01,3.584408520734024e-11,3.575828666546667e-11,8.579854187357356e-14,2.399403044006383e-01
5.365000000000001e+01,3.564466930165551e-11,3.555886797408939e-11,8.580132756612293e-14,2.412937544261634e-01
5.370000000000000e+01,3.544654960685848e-11,3.536074549687391e-11,8.580410998457511e-14,2.426535662042552e-01
5.375000000000000e+01,3.524971650337001e-11,3.516390961426499e-11,8.580688910502587e-14,2.440197635766203e-01
5.380000000000000e+01,3.505416045184264e-11,3.496835078694200e-11,8.580966490063709e-14,2.453923704422470e-01
5.385000000000000e+01,3.485987199242580e-11,3.477405955507610e-11,8.581243734969527e-14,2.467714107804503e-01
5.390000000000001e+01,3.466684174402246e-11,3.458102653759480e-11,8.581520642765641e-14,2.481569086283842e-01
5.395000000000000e+01,3.447506040356320e-11,3.438924243145427e-11,8.581797210892316e-14,2.495488880860876e-01
5.400000000000000e+01,3.428451874528761e-11,3.419869801091885e-11,8.582073436876409e-14,2.509473733221175e-01
5.405000000000000e+01,3.409520762003722e-11,3.400938412684789e-11,8.582349318933020e-14,2.523523885914150e-01
5.410000000000000e+01,3.390711795454083e-11,3.382129170599006e-11,8.582624855077563e-14,2.537639582097186e-01
5.415000000000001e+01,3.372024075071097e-11,3.363441175028427e-11,8.582900042670168e-14,2.551821065399673e-01
5.420000000000000e+01,3.353456708496648e-11,3.344873533616841e-11,8.583174879807027e-14,2.566068580334625e-01
5.425000000000000e+01,3.335008810753702e-11,3.326425361389429e-11,8.583449364273493e-14,2.580382371991126e-01
5.430000000000000e+01,3.316679504178974e-11,3.308095780685010e-11,8.583723493964779e-14,2.594762686159994e-01
5.435000000000000e+01,3.298467918355900e-11,3.289883921088947e-11,8.583997266952520e-14,2.609209769356005e-01
5.440000000000001e+01,3.280373190047824e-11,3.271788919366722e-11,8.584270681101557e-14,2.623723868703334e-01
5.445000000000000e+01,3.262394463132803e-11,3.253809919398202e-11,8.584543734601140e-14,2.638305232098151e-01
5.450000000000000e+01,3.244530888538227e-11,3.235946072112535e-11,8.584816425691570e-14,2.652954108127986e-01
5.455000000000000e+01,3.226781624176042e-11,3.218196535423737e-11,8.585088752304897e-14,2.667670745961606e-01
5.460000000000000e+01,3.209145834879578e-11,3.200560474166898e-11,8.585360712680130e-14,2.682455395539711e-01
5.465000000000001e+01,3.191622692339905e-11,3.183037060035042e-11,8.585632304862409e-14,2.697308307421306e-01
5.470000000000000e+01,3.174211375043941e-11,3.165625471516617e-11,8.585903527324034e-14,2.712229732979316e-01
5.475000000000000e+01,3.156911068212286e-11,3.148324893833602e-11,8.586174378683357e-14,2.727219924316096e-01
5.480000000000000e+01,3.139720963736834e-11,3.131134518880253e-11,8.586444856580326e-14,2.742279133906704e-01
5.485000000000000e+01,3.122640260121692e-11,3.114053545162449e-11,8.586714959242966e-14,2.757407615094501e-01
5.490000000000001e+01,3.105668162423531e-11,3.097081177737631e-11,8.586984685899673e-14,2.772605622230518e-01
5.495000000000000e+01,3.088803882190413e-11,3.080216628155378e-11,8.587254035035026e-14,2.787873410117132e-01
5.500000000000000e+01,3.072046637403168e-11,3.063459114398532e-11,8.587523004636649e-14,2.803211234083238e-01
5.505000000000000e+01,3.055395652418590e-11,3.046807860824933e-11,8.587791593656996e-14,2.818619350460722e-01
5.510000000000000e+01,3.038850157910004e-11,3.030262098109748e-11,8.588059800256236e-14,2.834098016014323e-01
5.515000000000001e+01,3.022409390810598e-11,3.013821063188330e-11,8.588327622268190e-14,2.849647488090276e-01
5.520000000000000e+01,3.006072594258704e-11,2.997483999199693e-11,8.588595059010434e-14,2.865268025218325e-01
5.525000000000000e+01,2.989839017539872e-11,2.981250155430515e-11,8.588862109357227e-14,2.880959886479882e-01
5.530000000000000e+01,2.973707916031379e-11,2.965118787259702e-11,8.589128771676180e-14,2.896723331483817e-01
5.535000000000000e+01,2.957678551148184e-11,2.949089156103529e-11,8.589395044655435e-14,2.912558620643445e-01
5.540000000000001e+01,2.941750190288405e-11,2.933160529361269e-11,8.589660927136294e-14,2.928466015123556e-01
5.545000000000000e+01,2.925922106779170e-11,2.917332180361429e-11,8.589926417740984e-14,2.944445776715347e-01
5.550000000000000e+01,2.910193579823630e-11,2.901603388308447e-11,8.590191515182206e-14,2.960498167942258e-01
5.555000000000000e+01,2.894563894448318e-11,2.885973438229972e-11,8.590456218345203e-14,2.976623452090366e-01
5.560000000000000e+01,2.879032341450779e-11,2.870441620924638e-11,8.590720526141394e-14,2.992821893160161e-01
5.565000000000001e+01,2.863598217347727e-11,2.855007232910339e-11,8.590984437387522e-14,3.009093755825634e-01
5.570000000000000e+01,2.848260824323967e-11,2.839669576373056e-11,8.591247950910349e-14,3.025439305471395e-01
5.575000000000000e+01,2.833019470181925e-11,2.824427959116141e-11,8.591511065783819e-14,3.041858808277904e-01
5.580000000000000e+01,2.817873468290903e-11,2.809281694510128e-11,8.591773780774916e-14,3.058352531027728e-01
5.585000000000000e+01,2.802822137537811e-11,2.794230101443034e-11,8.592036094777610e-14,3.074920741259067e-01
5.590000000000001e+01,2.787864802278114e-11,2.779272504271130e-11,8.592298006983784e-14,3.091563707329638e-01
5.595000000000000e+01,2.773000792286716e-11,2.764408232770226e-11,8.592559516490324e-14,3.108281698278579e-01
5.600000000000000e+01,2.758229442709423e-11,2.749636622087390e-11,8.592820622033196e-14,3.125074983730012e-01
5.605000000000000e+01,2.743550094015917e-11,2.734957012693183e-11,8.593081322734165e-14,3.141943834163717e-01
5.610000000000000e+01,2.728962091952341e-11,2.720368750334340e-11,8.593341618001282e-14,3.158888520883479e-01
5.615000000000001e+01,2.714464787493853e-11,2.705871185986902e-11,8.593601506950819e-14,3.175909315807474e-01
5.620000000000000e+01,2.700057536798463e-11,2.691463675809836e-11,8.593860988626996e-14,3.193006491548203e-01
5.625000000000000e+01,2.685739701161254e-11,2.677145581099077e-11,8.594120062177428e-14,3.210180321478518e-01
5.630000000000000e+01,2.671510646968874e-11,2.662916268242031e-11,8.594378726843436e-14,3.227431079730179e-01
5.635000000000000e+01,2.657369745654352e-11,2.648775108672530e-11,8.594636981821751e-14,3.244759041143765e-01
5.640000000000001e+01,2.643316373652475e-11,2.634721478826204e-11,8.594894826271296e-14,3.262164481272006e-01
5.645000000000000e+01,2.629349912355746e-11,2.620754760096307e-11,8.595152259439209e-14,3.279647676428663e-01
5.650000000000000e+01,2.615469748070617e-11,2.606874338789956e-11,8.595409280660838e-14,3.297208903690619e-01
5.655000000000000e+01,2.601675271974082e-11,2.593079606084801e-11,8.595665889280576e-14,3.314848440869452e-01
5.660000000000000e+01,2.587965880070829e-11,2.579369957986128e-11,8.595922084700981e-14,3.332566566531752e-01
5.665000000000001e+01,2.574340973150595e-11,2.565744795284340e-11,8.596177866254813e-14,3.350363559951087e-01
5.670000000000000e+01,2.560799956746103e-11,2.552203523512903e-11,8.596433233200197e-14,3.368239701106555e-01
5.675000000000000e+01,2.547342241091698e-11,2.538745552906644e-11,8.596688185054393e-14,3.386195270814725e-01
5.680000000000000e+01,2.533967241081672e-11,2.525370298360489e-11,8.596942721182154e-14,3.404230550570515e-01
5.685000000000000e+01,2.520674376229525e-11,2.512077179388593e-11,8.597196840932075e-14,3.422345822601089e-01
5.690000000000001e+01,2.507463070627852e-11,2.498865620083838e-11,8.597450544013996e-14,3.440541370017948e-01
5.695000000000000e+01,2.494332752907643e-11,2.485735049077764e-11,8.597703829878940e-14,3.458817476572488e-01
5.700000000000000e+01,2.481282856198701e-11,2.472684899500847e-11,8.597956697854501e-14,3.477174426709260e-01
5.705000000000000e+01,2.468312818090608e-11,2.459714608943179e-11,8.598209147428861e-14,3.495612505681338e-01
5.710000000000000e+01,2.455422080593807e-11,2.446823619415526e-11,8.598461178280840e-14,3.514131999565526e-01
5.715000000000001e+01,2.442610090100804e-11,2.434011377310747e-11,8.598712790056625e-14,3.532733195173901e-01
5.720000000000000e+01,2.429876297347798e-11,2.421277333365601e-11,8.598963982197546e-14,3.551416379983575e-01
5.725000000000000e+01,2.417220157377182e-11,2.408620942622894e-11,8.599214754288074e-14,3.570181842280200e-01
5.730000000000000e+01,2.404641129499899e-11,2.396041664394021e-11,8.599465105877783e-14,3.589029871086428e-01
5.735000000000000e+01,2.392138677258481e-11,2.383538962221846e-11,8.599715036635479e-14,3.607960756227432e-01
5.740000000000001e+01,2.379712268390231e-11,2.371112303843926e-11,8.599964546304605e-14,3.626974788314658e-01
5.745000000000000e+01,2.367361374790754e-11,2.358761161156125e-11,8.600213634629253e-14,3.646072258716494e-01
5.750000000000000e+01,2.355085472477670e-11,2.346485010176528e-11,8.600462301141871e-14,3.665253459469086e-01
5.755000000000000e+01,2.342884041555283e-11,2.334283331009730e-11,8.600710545553594e-14,3.684518683442436e-01
5.760000000000000e+01,2.330756566179056e-11,2.322155607811463e-11,8.600958367593970e-14,3.703868224274611e-01
5.765000000000001e+01,2.318702534520298e-11,2.310101328753541e-11,8.601205766757323e-14,3.723302376263412e-01
5.770000000000000e+01,2.306721438732140e-11,2.298119985989161e-11,8.601452742979028e-14,3.742821434659241e-01
5.775000000000000e+01,2.294812774914595e-11,2.286211075618517e-11,8.601699296078140e-14,3.762425695427538e-01
5.780000000000000e+01,2.282976043080587e-11,2.274374097654743e-11,8.601945425843339e-14,3.782115455286520e-01
5.785000000000000e+01,2.271210747122157e-11,2.262608555990195e-11,8.602191131961525e-14,3.801891011676525e-01
5.790000000000001e+01,2.259516394777393e-11,2.250913958363023e-11,8.602436414370013e-14,3.821752662916594e-01
5.795000000000000e+01,2.247892497596911e-11,2.239289816324091e-11,8.602681272820003e-14,3.841700708013643e-01
5.800000000000000e+01,2.236338570911231e-11,2.227735645204186e-11,8.602925707044923e-14,3.861735446737179e-01
5.805000000000000e+01,2.224854133798583e-11,2.216250964081542e-11,8.603169717040249e-14,3.881857179746596e-01
5.810000000000000e+01,2.213438709052286e-11,2.204835295749694e-11,8.603413302592078e-14,3.902066208381667e-01
5.815000000000001e+01,2.202091823149251e-11,2.193488166685585e-11,8.603656463665835e-14,3.922362834838618e-01
5.820000000000000e+01,2.190813006218182e-11,2.182209107018037e-11,8.603899200145199e-14,3.942747362053825e-01
5.825000000000000e+01,2.179601792008371e-11,2.170997650496459e-11,8.604141511912232e-14,3.963220093741077e-01
5.830000000000000e+01,2.168457717858753e-11,2.159853334459891e-11,8.604383398861921e-14,3.983781334399540e-01
5.835000000000000e+01,2.157380324667317e-11,2.148775699806325e-11,8.604624860992003e-14,4.004431389357000e-01
5.840000000000001e+01,2.146369156860573e-11,2.137764290962303e-11,8.604865898270167e-14,4.025170564710262e-01
5.845000000000000e+01,2.135423762363362e-11,2.126818655852827e-11,8.605106510534855e-14,4.045999167279412e-01
5.850000000000000e+01,2.124543692569080e-11,2.115938345871517e-11,8.605346697563438e-14,4.066917504639793e-01
5.855000000000000e+01,2.113728502310696e-11,2.105122915851079e-11,8.605586459616026e-14,4.087925885380843e-01
5.860000000000000e+01,2.102977749831058e-11,2.094371924034040e-11,8.605825797017352e-14,4.109024618913618e-01
5.865000000000001e+01,2.092290996753282e-11,2.083684932043738e-11,8.606064709543173e-14,4.130214015178435e-01
5.870000000000000e+01,2.081667808052724e-11,2.073061504855619e-11,8.606303197104954e-14,4.151494384969708e-01
5.875000000000000e+01,2.071107752028552e-11,2.062501210768765e-11,8.606541259787028e-14,4.172866039956929e-01
5.880000000000000e+01,2.060610400275464e-11,2.052003621377712e-11,8.606778897751602e-14,4.194329292641804e-01
5.885000000000000e+01,2.050175327655477e-11,2.041568311544531e-11,8.607016110946329e-14,4.215884456217273e-01
5.890000000000001e+01,2.039802112270508e-11,2.031194859371143e-11,8.607252899365395e-14,4.237531844694702e-01
5.895000000000000e+01,2.029490335435000e-11,2.020882846171928e-11,8.607489263072452e-14,4.259271772917095e-01
5.900000000000000e+01,2.019239581649010e-11,2.010631856446560e-11,8.607725202450072e-14,4.281104556685340e-01
5.905000000000000e+01,2.009049438570630e-11,2.000441477853108e-11,8.607960717521843e-14,4.303030512424679e-01
5.910000000000000e+01,1.998919496989493e-11,1.990311301181388e-11,8.608195808105525e-14,4.325049957258427e-01
5.915000000000001e+01,1.988849350801009e-11,1.980240920326546e-11,8.608430474462846e-14,4.347163209334801e-01
5.920000000000000e+01,1.978838596979652e-11,1.970229932262914e-11,8.608664716737591e-14,4.369370587548673e-01
5.925000000000000e+01,1.968886835553186e-11,1.960277937018078e-11,8.608898535108121e-14,4.391672411619214e-01
5.930000000000000e+01,1.958993669577007e-11,1.950384537647204e-11,8.609131929803204e-14,4.414069002099764e-01
5.935000000000000e+01,1.949158705108616e-11,1.940549340207604e-11,8.609364901012186e-14,4.436560680333508e-01
5.940000000000001e+01,1.939381551182326e-11,1.930771953733513e-11,8.609597448812939e-14,4.459147768417007e-01
5.945000000000000e+01,1.929661819784493e-11,1.921051990211137e-11,8.609829573355390e-14,4.481830589295560e-01
5.950000000000000e+01,1.919999125828879e-11,1.911389064553891e-11,8.610061274988181e-14,4.504609466831772e-01
5.955000000000000e+01,1.910393087131721e-11,1.901782794577892e-11,8.610292553828605e-14,4.527484725583339e-01
5.960000000000000e+01,1.900843324387695e-11,1.892232800977673e-11,8.610523410022387e-14,4.550456690938625e-01
5.965000000000001e+01,1.891349461146015e-11,1.882738707302106e-11,8.610753843908478e-14,4.573525689205893e-01
5.970000000000000e+01,1.881911123786190e-11,1.873300139930570e-11,8.610983855619678e-14,4.596692047404014e-01
5.975000000000000e+01,1.872527941494727e-11,1.863916728049310e-11,8.611213445417714e-14,4.619956093440836e-01
5.980000000000000e+01,1.863199546241646e-11,1.854588103628038e-11,8.611442613607931e-14,4.643318156070232e-01
5.985000000000000e+01,1.853925572757185e-11,1.845313901396739e-11,8.611671360445592e-14,4.666778564843260e-01
5.990000000000001e+01,1.844705658508902e-11,1.836093758822679e-11,8.611899686223117e-14,4.690337650156357e-01
5.995000000000000e+01,1.835539443678901e-11,1.826927316087642e-11,8.612127591258779e-14,4.713995743246983e-01
6.000000000000000e+01,1.826426571141044e-11,1.817814216065362e-11,8.612355075681823e-14,4.737753176077127e-01
6.005000000000000e+01,1.817366686438885e-11,1.808754104299163e-11,8.612582139722309e-14,4.761610281492311e-01
6.010000000000000e+01,1.808359437763712e-11,1.799746628979811e-11,8.612808783901749e-14,4.785567393330212e-01
6.015000000000001e+01,1.799404475931984e-11,1.790791440923556e-11,8.613035008427585e-14,4.809624846087955e-01
6.020000000000000e+01,1.790501454363935e-11,1.781888193550387e-11,8.613260813547970e-14,4.833782975118192e-01
6.025000000000000e+01,1.781650029062188e-11,1.773036542862472e-11,8.613486199715591e-14,4.858042116723427e-01
6.030000000000000e+01,1.772849858590043e-11,1.764236147422803e-11,8.613711167239673e-14,4.882402607962990e-01
6.035000000000000e+01,1.764100604050491e-11,1.755486668334037e-11,8.613935716454319e-14,4.906864786748267e-01
6.040000000000001e+01,1.755401929065268e-11,1.746787769217512e-11,8.614159847755347e-14,4.931428991865526e-01
6.045000000000000e+01,1.746753499753891e-11,1.738139116192486e-11,8.614383561404160e-14,4.956095562865279e-01
6.050000000000000e+01,1.738154984713293e-11,1.729540377855525e-11,8.614606857768142e-14,4.980864840200770e-01
6.055000000000000e+01,1.729606054997354e-11,1.720991225260107e-11,8.614829737246989e-14,5.005737165188021e-01
6.060000000000000e+01,1.721106384096606e-11,1.712491331896404e-11,8.615052200201624e-14,5.030712879966147e-01
6.065000000000001e+01,1.712655647918309e-11,1.704040373671234e-11,8.615274247075363e-14,5.055792327569310e-01
6.070000000000000e+01,1.704253524766432e-11,1.695638028888212e-11,8.615495878220405e-14,5.080975851826922e-01
6.075000000000000e+01,1.695899695322059e-11,1.687283978228068e-11,8.615717093990886e-14,5.106263797418878e-01
6.080000000000000e+01,1.687593842623957e-11,1.678977904729150e-11,8.615937894807182e-14,5.131656509915236e-01
6.085000000000000e+01,1.679335652049168e-11,1.670719493768096e-11,8.616158281072221e-14,5.157154335728477e-01
6.090000000000001e+01,1.671124811293834e-11,1.662508433040687e-11,8.616378253146601e-14,5.182757622099672e-01
6.095000000000000e+01,1.662961010354220e-11,1.654344412542869e-11,8.616597811350856e-14,5.208466717100586e-01
6.100000000000000e+01,1.654843941508190e-11,1.646227124551941e-11,8.616816956248501e-14,5.234281969806424e-01
6.105000000000000e+01,1.646773299296291e-11,1.638156263607922e-11,8.617035688369126e-14,5.260203730131777e-01
6.110000000000000e+01,1.638748780503261e-11,1.630131526495079e-11,8.617254008182222e-14,5.286232348815465e-01
6.115000000000001e+01,1.630770084139630e-11,1.622152612223619e-11,8.617471916011227e-14,5.312368177368063e-01
6.120000000000000e+01,1.622836911423749e-11,1.614219222011553e-11,8.617689412196063e-14,5.338611568171741e-01
6.125000000000000e+01,1.614948965764026e-11,1.606331059266713e-11,8.617906497312847e-14,5.364962874618702e-01
6.130000000000000e+01,1.607105952740710e-11,1.598487829568934e-11,8.618123171776462e-14,5.391422450867532e-01
6.135000000000000e+01,1.599307580088395e-11,1.590689240652401e-11,8.618339435993067e-14,5.417990651938001e-01
6.140000000000001e+01,1.591553557678706e-11,1.582935002388144e-11,8.618555290561722e-14,5.444667833839716e-01
6.145000000000000e+01,1.583843597502720e-11,1.575224826766693e-11,8.618770736026879e-14,5.471454353419358e-01
6.150000000000000e+01,1.576177413653565e-11,1.567558427880892e-11,8.618985772672235e-14,5.498350568229748e-01
6.155000000000000e+01,1.568554722309888e-11,1.559935521908858e-11,8.619200401029319e-14,5.525356836853228e-01
6.160000000000000e+01,1.560975241718750e-11,1.552355827097104e-11,8.619414621645491e-14,5.552473518757450e-01
6.165000000000001e+01,1.553438692178832e-11,1.544819063743795e-11,8.619628435036770e-14,5.579700974266535e-01
6.170000000000000e+01,1.545944796023763e-11,1.537324954182170e-11,8.619841841593482e-14,5.607039564500589e-01
6.175000000000000e+01,1.538493277605879e-11,1.529873222764100e-11,8.620054841778978e-14,5.634489651505036e-01
6.180000000000000e+01,1.531083863280053e-11,1.522463595843795e-11,8.620267436258232e-14,5.662051598337643e-01
6.185000000000000e+01,1.523716281387189e-11,1.515095801761663e-11,8.620479625526584e-14,5.689725768828088e-01
6.190000000000001e+01,1.516390262238358e-11,1.507769570828295e-11,8.620691410063541e-14,5.717512527678720e-01
6.195000000000000e+01,1.509105538098972e-11,1.500484635308611e-11,8.620902790360886e-14,5.745412240484413e-01
6.200000000000000e+01,1.501861843173049e-11,1.493240729406134e-11,8.621113766914929e-14,5.773425273729018e-01
6.205000000000000e+01,1.494658913587656e-11,1.486037589247403e-11,8.621324340252351e-14,5.801551994804236e-01
6.210000000000000e+01,1.487496487377437e-11,1.478874952866536e-11,8.621534510901125e-14,5.829792771991855e-01
6.215000000000001e+01,1.480374304469371e-11,1.471752560189909e-11,8.621744279462250e-14,5.858147974513959e-01
6.220000000000000e+01,1.473292106667478e-11,1.464670153020996e-11,8.621953646482440e-14,5.886617972448603e-01
