Q,J(Q)
83.65,2.4764924235575883e-12
83.7,2.467630615654791e-12
83.75,2.4588057809172475e-12
83.80000000000001,2.4500177431573996e-12
83.85000000000001,2.441266327131647e-12
83.9,2.4325513585347128e-12
83.95,2.423872663994081e-12
84.0,2.415230071064446e-12
84.05000000000001,2.4066234082222052e-12
84.10000000000001,2.39805250486e-12
84.15,2.3895171912812636e-12
84.2,2.3810172986948345e-12
84.25,2.3725526592095873e-12
84.30000000000001,2.364123105829102e-12
84.35000000000001,2.355728472446379e-12
84.4,2.347368593838567e-12
84.45,2.3390433056617403e-12
84.5,2.330752444445713e-12
84.55000000000001,2.3224958475888718e-12
84.60000000000001,2.3142733533530638e-12
84.65,2.3060848008584896e-12
84.7,2.297930030078656e-12
84.75,2.2898088818353445e-12
84.80000000000001,2.2817211977936197e-12
84.85000000000001,2.2736668204568754e-12
84.9,2.2656455931618934e-12
84.95,2.2576573600739544e-12
85.0,2.24970196618197e-12
85.05000000000001,2.2417792572936482e-12
85.10000000000001,2.2338890800307006e-12
85.15,2.226031281824053e-12
85.2,2.2182057109091173e-12
85.25,2.210412216321079e-12
85.30000000000001,2.2026506478902105e-12
85.35000000000001,2.1949208562372352e-12
85.4,2.1872226927686905e-12
85.45,2.179556009672348e-12
85.5,2.1719206599126496e-12
85.55000000000001,2.164316497226175e-12
85.60000000000001,2.156743376117144e-12
85.65,2.149201151852936e-12
85.7,2.1416896804596466e-12
85.75,2.1342088187176753e-12
85.80000000000001,2.1267584241573288e-12
85.85000000000001,2.119338355054475e-12
85.9,2.1119484704261937e-12
85.95,2.1045886300264838e-12
86.0,2.0972586943419775e-12
86.05000000000001,2.089958524587698e-12
86.10000000000001,2.082687982702836e-12
86.15,2.075446931346547e-12
86.2,2.068235233893788e-12
86.25,2.0610527544311718e-12
86.30000000000001,2.0538993577528513e-12
86.35000000000001,2.046774909356436e-12
86.4,2.0396792754389147e-12
86.45,2.0326123228926276e-12
86.5,2.0255739193012503e-12
86.55000000000001,2.0185639329358037e-12
86.60000000000001,2.0115822327507016e-12
86.65,2.0046286883798013e-12
86.7,1.9977031701324978e-12
86.75,1.9908055489898395e-12
86.80000000000001,1.983935696600658e-12
86.85000000000001,1.9770934852777405e-12
86.9,1.9702787879940062e-12
86.95,1.9634914783787184e-12
87.0,1.956731430713724e-12
87.05000000000001,1.949998519929703e-12
87.10000000000001,1.9432926216024625e-12
87.15,1.936613611949225e-12
87.2,1.929961367824971e-12
87.25,1.923335766718781e-12
87.30000000000001,1.9167366867502128e-12
87.35000000000001,1.9101640066657044e-12
87.4,1.9036176058349827e-12
87.45,1.897097364247512e-12
87.5,1.890603162508958e-12
87.55000000000001,1.884134881837672e-12
87.60000000000001,1.877692404061207e-12
87.65,1.8712756116128354e-12
87.7,1.8648843875281126e-12
87.75,1.858518615441446e-12
87.80000000000001,1.852178179582687e-12
87.85000000000001,1.845862964773759e-12
87.9,1.8395728564252805e-12
87.95,1.8333077405332332e-12
88.0,1.827067503675639e-12
88.05000000000001,1.8208520330092573e-12
88.10000000000001,1.8146612162663136e-12
88.15,1.808494941751233e-12
88.2,1.8023530983374022e-12
88.25,1.796235575463956e-12
88.30000000000001,1.790142263132573e-12
88.35000000000001,1.784073051904306e-12
88.4,1.778027832896412e-12
88.45,1.7720064977792212e-12
88.5,1.7660089387730122e-12
88.55000000000001,1.7600350486449162e-12
88.60000000000001,1.7540847207058353e-12
88.65,1.7481578488073769e-12
88.7,1.7422543273388128e-12
88.75,1.7363740512240558e-12
88.80000000000001,1.7305169159186513e-12
88.85000000000001,1.7246828174067981e-12
88.9,1.7188716521983677e-12
88.95,1.7130833173259638e-12
89.0,1.7073177103419875e-12
89.05000000000001,1.7015747293157198e-12
89.10000000000001,1.6958542728304348e-12
89.15,1.6901562399805107e-12
89.2,1.6844805303685767e-12
89.25,1.6788270441026665e-12
89.30000000000001,1.673195681793395e-12
89.35000000000001,1.667586344551152e-12
89.4,1.6619989339833072e-12
89.45,1.6564333521914377e-12
89.5,1.6508895017685751e-12
89.55000000000001,1.6453672857964604e-12
89.60000000000001,1.6398666078428284e-12
89.65,1.6343873719586931e-12
89.7,1.628929482675664e-12
89.75,1.62349284500327e-12
89.80000000000001,1.6180773644263027e-12
89.85000000000001,1.612682946902182e-12
89.9,1.6073094988583212e-12
89.95,1.6019569271895257e-12
90.0,1.596625139255398e-12
90.05000000000001,1.591314042877761e-12
90.10000000000001,1.5860235463381025e-12
90.15,1.5807535583750184e-12
90.2,1.575503988181693e-12
90.25,1.5702747454033806e-12
90.30000000000001,1.5650657401349044e-12
90.35000000000001,1.5598768829181786e-12
90.4,1.5547080847397325e-12
90.45,1.5495592570282597e-12
90.5,1.5444303116521804e-12
90.55000000000001,1.5393211609172127e-12
90.60000000000001,1.5342317175639704e-12
90.65,1.5291618947655617e-12
90.7,1.5241116061252088e-12
90.75,1.5190807656738842e-12
90.80000000000001,1.5140692878679599e-12
90.85000000000001,1.509077087586868e-12
90.9,1.5041040801307771e-12
90.95,1.4991501812182846e-12
91.0,1.4942153069841175e-12
91.05000000000001,1.4892993739768537e-12
91.10000000000001,1.4844022991566592e-12
91.15,1.4795239998930217e-12
91.2,1.4746643939625184e-12
91.25,1.4698233995465902e-12
91.30000000000001,1.4650009352293204e-12
91.35000000000001,1.460196919995244e-12
91.4,1.4554112732271523e-12
91.45,1.450643914703921e-12
91.5,1.4458947645983518e-12
91.55000000000001,1.4411637434750206e-12
91.60000000000001,1.4364507722881478e-12
91.65,1.4317557723794677e-12
91.7,1.427078665476128e-12
91.75,1.4224193736885847e-12
91.80000000000001,1.4177778195085204e-12
91.85000000000001,1.4131539258067769e-12
91.9,1.4085476158312893e-12
91.95,1.4039588132050393e-12
92.0,1.3993874419240233e-12
92.05000000000001,1.3948334263552264e-12
92.10000000000001,1.3902966912346146e-12
92.15,1.3857771616651332e-12
92.2,1.3812747631147195e-12
92.25,1.3767894214143283e-12
92.30000000000001,1.3723210627559681e-12
92.35000000000001,1.367869613690755e-12
92.4,1.3634350011269601e-12
92.45,1.3590171523280911e-12
92.5,1.3546159949109735e-12
92.55000000000001,1.3502314568438392e-12
92.60000000000001,1.3458634664444417e-12
92.65,1.3415119523781624e-12
92.7,1.3371768436561436e-12
92.75,1.3328580696334292e-12
92.80000000000001,1.3285555600071083e-12
92.85000000000001,1.3242692448144853e-12
92.9,1.319999054431242e-12
92.95,1.3157449195696274e-12
93.0,1.311506771276646e-12
93.05000000000001,1.3072845409322636e-12
93.10000000000001,1.3030781602476248e-12
93.15,1.2988875612632749e-12
93.2,1.2947126763473926e-12
93.25,1.2905534381940416e-12
93.30000000000001,1.2864097798214238e-12
93.35000000000001,1.2822816345701477e-12
93.4,1.2781689361015023e-12
93.45,1.2740716183957463e-12
93.5,1.2699896157504027e-12
93.55000000000001,1.2659228627785666e-12
93.60000000000001,1.2618712944072268e-12
93.65,1.2578348458755828e-12
93.7,1.253813452733389e-12
93.75,1.2498070508392981e-12
93.80000000000001,1.245815576359217e-12
93.85000000000001,1.2418389657646742e-12
93.9,1.2378771558311925e-12
93.95,1.2339300836366734e-12
94.0,1.2299976865597936e-12
94.05000000000001,1.2260799022784055e-12
94.10000000000001,1.2221766687679543e-12
94.15,1.218287924299894e-12
94.2,1.2144136074401238e-12
94.25,1.2105536570474254e-12
94.30000000000001,1.2067080122719113e-12
94.35000000000001,1.2028766125534895e-12
94.4,1.1990593976203242e-12
94.45,1.1952563074873135e-12
94.5,1.1914672824545767e-12
94.55000000000001,1.1876922631059464e-12
94.60000000000001,1.183931190307475e-12
94.65,1.180184005205939e-12
94.7,1.1764506492273647e-12
94.75,1.1727310640755543e-12
94.80000000000001,1.169025191730624e-12
94.85000000000001,1.1653329744475528e-12
94.9,1.1616543547547278e-12
94.95,1.1579892754525142e-12
95.0,1.154337679611825e-12
95.05000000000001,1.1506995105726955e-12
95.10000000000001,1.1470747119428775e-12
95.15,1.1434632275964284e-12
95.2,1.1398650016723159e-12
95.25,1.1362799785730322e-12
95.30000000000001,1.1327081029632098e-12
95.35000000000001,1.1291493197682542e-12
95.4,1.125603574172972e-12
95.45,1.1220708116202203e-12
95.5,1.118550977809554e-12
95.55000000000001,1.115044018695885e-12
95.60000000000001,1.1115498804881515e-12
95.65,1.1080685096479896e-12
95.7,1.104599852888413e-12
95.75,1.1011438571725066e-12
95.80000000000001,1.0977004697121194e-12
95.85000000000001,1.094269637966575e-12
95.9,1.0908513096413736e-12
95.95,1.0874454326869187e-12
96.0,1.0840519552972401e-12
96.05000000000001,1.0806708259087285e-12
96.10000000000001,1.0773019931988788e-12
96.15,1.0739454060850318e-12
96.2,1.0706010137231353e-12
96.25,1.0672687655065041e-12
96.30000000000001,1.0639486110645885e-12
96.35000000000001,1.0606405002617555e-12
96.4,1.0573443831960645e-12
96.45,1.0540602101980628e-12
96.5,1.050787931829582e-12
96.55000000000001,1.0475274988825404e-12
96.60000000000001,1.0442788623777576e-12
96.65,1.0410419735637664e-12
96.7,1.037816783915642e-12
96.75,1.0346032451338305e-12
96.80000000000001,1.0314013091429858e-12
96.85000000000001,1.0282109280908174e-12
96.9,1.025032054346938e-12
96.95,1.0218646405017204e-12
97.0,1.0187086393651627e-12
97.05000000000001,1.015564003965758e-12
97.10000000000001,1.0124306875493735e-12
97.15,1.009308643578127e-12
97.2,1.0061978257292827e-12
97.25,1.0030981878941419e-12
97.30000000000001,1.0000096841769476e-12
97.35000000000001,9.969322688937939e-13
97.4,9.938658965715338e-13
97.45,9.90810521946705e-13
97.5,9.87766099964455e-13
97.55000000000001,9.847325857774714e-13
97.60000000000001,9.81709934744924e-13
97.65,9.786981024314045e-13
97.7,9.756970446058792e-13
97.75,9.72706717240646e-13
97.80000000000001,9.697270765102935e-13
97.85000000000001,9.667580787906732e-13
97.9,9.637996806578677e-13
97.95,9.608518388871746e-13
98.0,9.57914510452089e-13
98.05000000000001,9.549876525232937e-13
98.10000000000001,9.520712224676598e-13
98.15,9.491651778472447e-13
98.2,9.462694764182988e-13
98.25,9.433840761302832e-13
98.30000000000001,9.405089351248837e-13
98.35000000000001,9.376440117350406e-13
98.4,9.34789264483971e-13
98.45,9.319446520842094e-13
98.5,9.291101334366454e-13
98.55000000000001,9.262856676295701e-13
98.60000000000001,9.234712139377302e-13
98.65,9.206667318213773e-13
98.7,9.178721809253361e-13
98.75,9.150875210780682e-13
98.80000000000001,9.123127122907436e-13
98.85000000000001,9.095477147563215e-13
98.9,9.067924888486275e-13
98.95,9.040469951214438e-13
99.0,9.013111943076019e-13
99.05000000000001,8.985850473180779e-13
99.10000000000001,8.958685152410992e-13
99.15,8.931615593412462e-13
99.2,8.904641410585695e-13
99.25,8.877762220077043e-13
99.30000000000001,8.850977639769932e-13
99.35000000000001,8.824287289276155e-13
99.4,8.797690789927159e-13
99.45,8.771187764765413e-13
99.5,8.744777838535848e-13
99.55000000000001,8.71846063767729e-13
99.60000000000001,8.692235790314008e-13
99.65,8.666102926247209e-13
99.7,8.640061676946696e-13
99.75,8.614111675542477e-13
99.80000000000001,8.588252556816485e-13
99.85000000000001,8.56248395719432e-13
99.9,8.536805514736996e-13
99.95,8.511216869132818e-13
100.0,8.485717661689229e-13
