Orbital,Index,r,Vnuc_r,Veff_r,P,Q,P_ref1,Q_ref1,P_ref2,Q_ref2
Cs_4d32,3,2.39774121E-08,-1.749857E-02,5.213658E+06,9.361937E-19,3.480295E-14,0,0,0,0
Cs_4d32,4,2.62940087E-08,-1.918920E-02,4.754334E+06,1.233810E-18,4.185264E-14,0,0,0,0
Cs_4d32,5,2.88344252E-08,-2.104318E-02,4.335478E+06,1.626424E-18,5.033059E-14,0,0,0,0
Cs_4d32,6,3.16202310E-08,-2.307625E-02,3.953530E+06,2.144291E-18,6.052579E-14,0,0,0,0
Cs_4d32,7,3.46751844E-08,-2.530573E-02,3.605232E+06,2.827315E-18,7.278602E-14,0,0,0,0
Cs_4d32,8,3.80252225E-08,-2.775057E-02,3.287624E+06,3.728118E-18,8.752960E-14,0,0,0,0
Cs_4d32,9,4.16989144E-08,-3.043161E-02,2.997998E+06,4.916098E-18,1.052594E-13,0,0,0,0
Cs_4d32,10,4.57274494E-08,-3.337161E-02,2.733891E+06,6.482768E-18,1.265803E-13,0,0,0,0
Cs_4d32,11,5.01451814E-08,-3.659564E-02,2.493052E+06,8.548815E-18,1.522195E-13,0,0,0,0
Cs_4d32,12,5.49896152E-08,-4.013108E-02,2.273434E+06,1.127338E-17,1.830517E-13,0,0,0,0
Cs_4d32,13,6.03020609E-08,-4.400807E-02,2.073162E+06,1.486633E-17,2.201282E-13,0,0,0,0
Cs_4d32,14,6.61276171E-08,-4.825952E-02,1.890537E+06,1.960439E-17,2.647154E-13,0,0,0,0
Cs_4d32,15,7.25158324E-08,-5.292160E-02,1.724003E+06,2.585250E-17,3.183331E-13,0,0,0,0
Cs_4d32,16,7.95210387E-08,-5.803395E-02,1.572142E+06,3.409186E-17,3.828078E-13,0,0,0,0
Cs_4d32,17,8.72029651E-08,-6.364017E-02,1.433658E+06,4.495705E-17,4.603397E-13,0,0,0,0
Cs_4d32,18,9.56268180E-08,-6.978784E-02,1.307376E+06,5.928481E-17,5.535727E-13,0,0,0,0
Cs_4d32,19,1.04864419E-07,-7.652938E-02,1.192217E+06,7.817858E-17,6.656900E-13,0,0,0,0
Cs_4d32,20,1.14993978E-07,-8.392186E-02,1.087207E+06,1.030932E-16,8.005129E-13,0,0,0,0
Cs_4d32,21,1.26102019E-07,-9.202843E-02,9.914459E+05,1.359473E-16,9.626311E-13,0,0,0,0
Cs_4d32,22,1.38282820E-07,-1.009179E-01,9.041216E+05,1.792706E-16,1.157584E-12,0,0,0,0
Cs_4d32,23,1.51639959E-07,-1.106658E-01,8.244905E+05,2.363988E-16,1.392023E-12,0,0,0,0
Cs_4d32,24,1.66286724E-07,-1.213549E-01,7.518761E+05,3.117303E-16,1.673926E-12,0,0,0,0
Cs_4d32,25,1.82348207E-07,-1.330765E-01,6.856574E+05,4.110654E-16,2.012894E-12,0,0,0,0
Cs_4d32,26,1.99960707E-07,-1.459299E-01,6.252721E+05,5.420512E-16,2.420527E-12,0,0,0,0
Cs_4d32,27,2.19273585E-07,-1.600243E-01,5.702074E+05,7.147707E-16,2.910676E-12,0,0,0,0
Cs_4d32,28,2.40451766E-07,-1.754799E-01,5.199924E+05,9.425209E-16,3.500058E-12,0,0,0,0
Cs_4d32,29,2.63674489E-07,-1.924276E-01,4.742016E+05,1.242831E-15,4.208793E-12,0,0,0,0
Cs_4d32,30,2.89139551E-07,-2.110118E-01,4.324444E+05,1.638816E-15,5.061010E-12,0,0,0,0
Cs_4d32,31,3.17062864E-07,-2.313899E-01,3.943661E+05,2.160952E-15,6.085764E-12,0,0,0,0
Cs_4d32,32,3.47682235E-07,-2.537355E-01,3.596418E+05,2.849424E-15,7.317916E-12,0,0,0,0
Cs_4d32,33,3.81257913E-07,-2.782385E-01,3.279761E+05,3.757211E-15,8.799535E-12,0,0,0,0
Cs_4d32,34,4.18074541E-07,-3.051067E-01,2.991001E+05,4.954164E-15,1.058113E-11,0,0,0,0
Cs_4d32,35,4.58444816E-07,-3.345682E-01,2.727678E+05,6.532377E-15,1.272328E-11,0,0,0,0
Cs_4d32,36,5.02712467E-07,-3.668738E-01,2.487548E+05,8.613278E-15,1.529898E-11,0,0,0,0
Cs_4d32,37,5.51252705E-07,-4.022974E-01,2.268571E+05,1.135694E-14,1.839610E-11,0,0,0,0
Cs_4d32,38,6.04477724E-07,-4.411395E-01,2.068884E+05,1.497442E-14,2.212003E-11,0,0,0,0
Cs_4d32,39,6.62839465E-07,-4.837301E-01,1.886787E+05,1.974395E-14,2.659756E-11,0,0,0,0
Cs_4d32,40,7.26833446E-07,-5.304306E-01,1.720731E+05,2.603234E-14,3.198140E-11,0,0,0,0
Cs_4d32,41,7.97001582E-07,-5.816364E-01,1.569305E+05,3.432314E-14,3.845445E-11,0,0,0,0
Cs_4d32,42,8.73942194E-07,-6.377838E-01,1.431215E+05,4.525390E-14,4.623720E-11,0,0,0,0
Cs_4d32,43,9.58305467E-07,-6.993473E-01,1.305291E+05,5.966493E-14,5.559493E-11,0,0,0,0
Cs_4d32,44,1.05080883E-06,-7.668499E-01,1.190460E+05,7.866410E-14,6.684587E-11,0,0,0,0
Cs_4d32,45,1.15223484E-06,-8.408623E-01,1.085746E+05,1.037116E-13,8.037322E-11,0,0,0,0
Cs_4d32,46,1.26344519E-06,-9.220129E-01,9.902587E+04,1.367326E-13,9.663641E-11,0,0,0,0
Cs_4d32,47,1.38538322E-06,-1.010989E+00,9.031840E+04,1.802642E-13,1.161898E-10,0,0,0,0
Cs_4d32,48,1.51908051E-06,-1.108543E+00,8.237833E+04,2.376510E-13,1.396984E-10,0,0,0,0
Cs_4d32,49,1.66567166E-06,-1.215502E+00,7.513802E+04,3.133011E-13,1.679607E-10,0,0,0,0
Cs_4d32,50,1.82639931E-06,-1.332769E+00,6.853588E+04,4.130248E-13,2.019388E-10,0,0,0,0
Cs_4d32,51,2.00262406E-06,-1.461337E+00,6.251488E+04,5.444794E-13,2.427877E-10,0,0,0,0
Cs_4d32,52,2.19583892E-06,-1.602291E+00,5.702736E+04,7.177570E-13,2.918961E-10,0,0,0,0
Cs_4d32,53,2.40767909E-06,-1.756822E+00,5.202138E+04,9.461574E-13,3.509332E-10,0,0,0,0
Cs_4d32,54,2.63993784E-06,-1.926231E+00,4.745494E+04,1.247207E-12,4.219041E-10,0,0,0,0
Cs_4d32,55,2.89458149E-06,-2.111948E+00,4.329452E+04,1.644002E-12,5.072197E-10,0,0,0,0
Cs_4d32,56,3.17376413E-06,-2.315534E+00,3.950231E+04,2.166974E-12,6.097784E-10,0,0,0,0
Cs_4d32,57,3.47984673E-06,-2.538702E+00,3.604514E+04,2.856220E-12,7.330623E-10,0,0,0,0
Cs_4d32,58,3.81541687E-06,-2.783323E+00,3.289181E+04,3.764568E-12,8.812565E-10,0,0,0,0
Cs_4d32,59,4.18331047E-06,-3.051445E+00,3.001793E+04,4.961612E-12,1.059388E-09,0,0,0,0
Cs_4d32,60,4.58663754E-06,-3.345311E+00,2.740060E+04,6.539030E-12,1.273502E-09,0,0,0,0
Cs_4d32,61,5.02880208E-06,-3.667367E+00,2.501382E+04,8.617574E-12,1.530859E-09,0,0,0,0
Cs_4d32,62,5.51353855E-06,-4.020291E+00,2.283858E+04,1.135627E-11,1.840182E-09,0,0,0,0
Cs_4d32,63,6.04493797E-06,-4.407005E+00,2.085862E+04,1.496455E-11,2.211953E-09,0,0,0,0
Cs_4d32,64,6.62748349E-06,-4.830696E+00,1.905553E+04,1.971815E-11,2.658769E-09,0,0,0,0
Cs_4d32,65,7.26608467E-06,-5.294836E+00,1.741264E+04,2.598005E-11,3.195756E-09,0,0,0,0
Cs_4d32,66,7.96612569E-06,-5.803208E+00,1.591757E+04,3.422803E-11,3.841083E-09,0,0,0,0
Cs_4d32,67,8.73350295E-06,-6.359925E+00,1.455800E+04,4.509078E-11,4.616578E-09,0,0,0,0
Cs_4d32,68,9.57467937E-06,-6.969448E+00,1.332179E+04,5.939538E-11,5.548456E-09,0,0,0,0
Cs_4d32,69,1.04967319E-05,-7.636610E+00,1.219828E+04,7.822962E-11,6.668202E-09,0,0,0,0
Cs_4d32,70,1.15074152E-05,-8.366629E+00,1.117795E+04,1.030236E-10,8.013609E-09,0,0,0,0
Cs_4d32,71,1.26152261E-05,-9.165130E+00,1.025283E+04,1.356566E-10,9.630051E-09,0,0,0,0
Cs_4d32,72,1.38294717E-05,-1.003814E+01,9.414806E+03,1.785974E-10,1.157201E-08,0,0,0,0
Cs_4d32,73,1.51603440E-05,-1.099210E+01,8.656746E+03,2.350866E-10,1.390487E-08,0,0,0,0
Cs_4d32,74,1.66190102E-05,-1.203384E+01,7.972792E+03,3.093756E-10,1.670708E-08,0,0,0,0
Cs_4d32,75,1.82176983E-05,-1.317053E+01,7.356981E+03,4.070371E-10,2.007274E-08,0,0,0,0
Cs_4d32,76,1.99698037E-05,-1.440968E+01,6.804391E+03,5.353686E-10,2.411474E-08,0,0,0,0
Cs_4d32,77,2.18899922E-05,-1.575897E+01,6.311051E+03,7.039153E-10,2.896842E-08,0,0,0,0
Cs_4d32,78,2.39943289E-05,-1.722617E+01,5.873194E+03,9.251446E-10,3.479600E-08,0,0,0,0
Cs_4d32,79,2.63003985E-05,-1.881888E+01,5.487656E+03,1.215314E-09,4.179185E-08,0,0,0,0
Cs_4d32,80,2.88274593E-05,-2.054432E+01,5.152235E+03,1.595578E-09,5.018872E-08,0,0,0,0
Cs_4d32,81,3.15965961E-05,-2.240882E+01,4.865346E+03,2.093400E-09,6.026526E-08,0,0,0,0
Cs_4d32,82,3.46308858E-05,-2.441738E+01,4.626158E+03,2.744319E-09,7.235479E-08,0,0,0,0
Cs_4d32,83,3.79555985E-05,-2.657280E+01,4.434962E+03,3.594160E-09,8.685578E-08,0,0,0,0
Cs_4d32,84,4.15983858E-05,-2.887475E+01,4.293119E+03,4.701740E-09,1.042444E-07,0,0,0,0
Cs_4d32,85,4.55895176E-05,-3.131833E+01,4.203428E+03,6.142122E-09,1.250889E-07,0,0,0,0
Cs_4d32,86,4.99621154E-05,-3.389228E+01,4.170454E+03,8.010421E-09,1.500675E-07,0,0,0,0
Cs_4d32,87,5.47524273E-05,-3.657655E+01,4.201025E+03,1.042607E-08,1.799881E-07,0,0,0,0
Cs_4d32,88,6.00001133E-05,-3.933919E+01,4.304286E+03,1.353730E-08,2.158132E-07,0,0,0,0
Cs_4d32,89,6.57485603E-05,-4.213234E+01,4.491321E+03,1.752524E-08,2.586886E-07,0,0,0,0
Cs_4d32,90,7.20452343E-05,-4.488752E+01,4.772474E+03,2.260679E-08,3.099781E-07,0,0,0,0
Cs_4d32,91,7.89420505E-05,-4.751086E+01,5.144886E+03,2.903449E-08,3.713055E-07,0,0,0,0
Cs_4d32,92,8.64957898E-05,-4.988089E+01,5.551143E+03,3.709135E-08,4.446006E-07,0,0,0,0
Cs_4d32,93,9.47685433E-05,-5.185703E+01,5.799116E+03,4.707858E-08,5.321386E-07,0,0,0,0
Cs_4d32,94,1.03828197E-04,-5.331527E+01,5.585648E+03,5.929923E-08,6.366386E-07,0,0,0,0
Cs_4d32,95,1.13748973E-04,-5.422071E+01,4.807077E+03,7.405859E-08,7.614827E-07,0,0,0,0
Cs_4d32,96,1.24611998E-04,-5.467808E+01,3.789814E+03,9.171095E-08,9.107188E-07,0,0,0,0
Cs_4d32,97,1.36505939E-04,-5.486678E+01,2.961716E+03,1.127289E-07,1.088927E-06,0,0,0,0
Cs_4d32,98,1.49527688E-04,-5.493120E+01,2.439435E+03,1.377520E-07,1.301578E-06,0,0,0,0
Cs_4d32,99,1.63783106E-04,-5.494820E+01,2.110223E+03,1.676161E-07,1.555419E-06,0,0,0,0
Cs_4d32,100,1.79387834E-04,-5.494951E+01,1.867590E+03,2.033715E-07,1.858494E-06,0,0,0,0
Cs_4d32,101,1.96468178E-04,-5.494610E+01,1.664407E+03,2.463079E-07,2.220297E-06,0,0,0,0
Cs_4d32,102,2.15162065E-04,-5.494119E+01,1.484378E+03,2.979964E-07,2.652110E-06,0,0,0,0
Cs_4d32,103,2.35620078E-04,-5.493556E+01,1.322017E+03,3.603496E-07,3.167365E-06,0,0,0,0
Cs_4d32,104,2.58006591E-04,-5.492935E+01,1.175047E+03,4.356993E-07,3.782052E-06,0,0,0,0
Cs_4d32,105,2.82500997E-04,-5.492254E+01,1.042029E+03,5.268945E-07,4.515195E-06,0,0,0,0
Cs_4d32,106,3.09299030E-04,-5.491507E+01,9.217668E+02,6.374229E-07,5.389414E-06,0,0,0,0
Cs_4d32,107,3.38614205E-04,-5.490688E+01,8.131737E+02,7.715612E-07,6.431592E-06,0,0,0,0
Cs_4d32,108,3.70679387E-04,-5.489792E+01,7.152560E+02,9.345639E-07,7.673665E-06,0,0,0,0
Cs_4d32,109,4.05748472E-04,-5.488809E+01,6.271009E+02,1.132897E-06,9.153552E-06,0,0,0,0
Cs_4d32,110,4.44098221E-04,-5.487733E+01,5.478695E+02,1.374531E-06,1.091625E-05,0,0,0,0
Cs_4d32,111,4.86030236E-04,-5.486555E+01,4.767902E+02,1.669304E-06,1.301513E-05,0,0,0,0
Cs_4d32,112,5.31873099E-04,-5.485264E+01,4.131516E+02,2.029386E-06,1.551347E-05,0,0,0,0
Cs_4d32,113,5.81984680E-04,-5.483851E+01,3.562973E+02,2.469842E-06,1.848619E-05,0,0,0,0
Cs_4d32,114,6.36754628E-04,-5.482303E+01,3.056210E+02,3.009363E-06,2.202203E-05,0,0,0,0
Cs_4d32,115,6.96607062E-04,-5.480609E+01,2.605613E+02,3.671160E-06,2.622593E-05,0,0,0,0
Cs_4d32,116,7.62003467E-04,-5.478755E+01,2.205988E+02,4.484107E-06,3.122196E-05,0,0,0,0
Cs_4d32,117,8.33445816E-04,-5.476726E+01,1.852521E+02,5.484162E-06,3.715665E-05,0,0,0,0
Cs_4d32,118,9.11479925E-04,-5.474506E+01,1.540751E+02,6.716167E-06,4.420290E-05,0,0,0,0
Cs_4d32,119,9.96699062E-04,-5.472077E+01,1.266548E+02,8.236107E-06,5.256457E-05,0,0,0,0
Cs_4d32,120,1.08974783E-03,-5.469420E+01,1.026092E+02,1.011396E-05,6.248176E-05,0,0,0,0
Cs_4d32,121,1.19132632E-03,-5.466515E+01,8.158523E+01,1.243725E-05,7.423694E-05,0,0,0,0
Cs_4d32,122,1.30219459E-03,-5.463339E+01,6.325763E+01,1.531562E-05,8.816209E-05,0,0,0,0
Cs_4d32,123,1.42317741E-03,-5.459867E+01,4.732746E+01,1.888641E-05,1.046468E-04,0,0,0,0
Cs_4d32,124,1.55516941E-03,-5.456074E+01,3.352092E+01,2.332187E-05,1.241479E-04,0,0,0,0
Cs_4d32,125,1.69914053E-03,-5.451930E+01,2.158822E+01,2.883808E-05,1.471998E-04,0,0,0,0
Cs_4d32,126,1.85614184E-03,-5.447404E+01,1.130248E+01,3.570624E-05,1.744275E-04,0,0,0,0
Cs_4d32,127,2.02731176E-03,-5.442464E+01,2.458611E+00,4.426675E-05,2.065601E-04,0,0,0,0
Cs_4d32,128,2.21388271E-03,-5.437073E+01,-5.127802E+00,5.494695E-05,2.444467E-04,0,0,0,0
Cs_4d32,129,2.41718812E-03,-5.431192E+01,-1.162171E+01,6.828327E-05,2.890748E-04,0,0,0,0
Cs_4d32,130,2.63866990E-03,-5.424781E+01,-1.716984E+01,8.494888E-05,3.415900E-04,0,0,0,0
Cs_4d32,131,2.87988641E-03,-5.417795E+01,-2.190191E+01,1.057883E-04,4.033184E-04,0,0,0,0
Cs_4d32,132,3.14252081E-03,-5.410187E+01,-2.593203E+01,1.318601E-04,4.757921E-04,0,0,0,0
Cs_4d32,133,3.42838997E-03,-5.401907E+01,-2.935992E+01,1.644906E-04,5.607759E-04,0,0,0,0
Cs_4d32,134,3.73945380E-03,-5.392901E+01,-3.227229E+01,2.053396E-04,6.602971E-04,0,0,0,0
Cs_4d32,135,4.07782517E-03,-5.383113E+01,-3.474413E+01,2.564824E-04,7.766784E-04,0,0,0,0
Cs_4d32,136,4.44578026E-03,-5.372485E+01,-3.683989E+01,3.205096E-04,9.125712E-04,0,0,0,0
Cs_4d32,137,4.84576946E-03,-5.360954E+01,-3.861476E+01,4.006509E-04,1.070992E-03,0,0,0,0
Cs_4d32,138,5.28042881E-03,-5.348456E+01,-4.011573E+01,5.009253E-04,1.255360E-03,0,0,0,0
Cs_4d32,139,5.75259193E-03,-5.334924E+01,-4.138262E+01,6.263245E-04,1.469534E-03,0,0,0,0
Cs_4d32,140,6.26530247E-03,-5.320289E+01,-4.244907E+01,7.830350E-04,1.717847E-03,0,0,0,0
Cs_4d32,141,6.82182715E-03,-5.304480E+01,-4.334337E+01,9.787054E-04,2.005145E-03,0,0,0,0
Cs_4d32,142,7.42566915E-03,-5.287426E+01,-4.408924E+01,1.222767E-03,2.336810E-03,0,0,0,0
Cs_4d32,143,8.08058215E-03,-5.269052E+01,-4.470650E+01,1.526816E-03,2.718791E-03,0,0,0,0
Cs_4d32,144,8.79058474E-03,-5.249284E+01,-4.521166E+01,1.905064E-03,3.157610E-03,0,0,0,0
Cs_4d32,145,9.55997533E-03,-5.228048E+01,-4.561848E+01,2.374870E-03,3.660366E-03,0,0,0,0
Cs_4d32,146,1.03933474E-02,-5.205269E+01,-4.593837E+01,2.957354E-03,4.234717E-03,0,0,0,0
Cs_4d32,147,1.12956053E-02,-5.180873E+01,-4.618077E+01,3.678108E-03,4.888843E-03,0,0,0,0
Cs_4d32,148,1.22719801E-02,-5.154784E+01,-4.635351E+01,4.568008E-03,5.631376E-03,0,0,0,0
Cs_4d32,149,1.33280461E-02,-5.126929E+01,-4.646308E+01,5.664118E-03,6.471303E-03,0,0,0,0
Cs_4d32,150,1.44697372E-02,-5.097234E+01,-4.651481E+01,7.010705E-03,7.417828E-03,0,0,0,0
Cs_4d32,151,1.57033640E-02,-5.065625E+01,-4.651311E+01,8.660329E-03,8.480188E-03,0,0,0,0
Cs_4d32,152,1.70356302E-02,-5.032028E+01,-4.646162E+01,1.067501E-02,9.667417E-03,0,0,0,0
Cs_4d32,153,1.84736499E-02,-4.996370E+01,-4.636331E+01,1.312744E-02,1.098806E-02,0,0,0,0
Cs_4d32,154,2.00249644E-02,-4.958580E+01,-4.622064E+01,1.610219E-02,1.244980E-02,0,0,0,0
Cs_4d32,155,2.16975588E-02,-4.918588E+01,-4.603564E+01,1.969682E-02,1.405908E-02,0,0,0,0
Cs_4d32,156,2.34998792E-02,-4.876328E+01,-4.580999E+01,2.402293E-02,1.582060E-02,0,0,0,0
Cs_4d32,157,2.54408482E-02,-4.831746E+01,-4.554513E+01,2.920684E-02,1.773677E-02,0,0,0,0
Cs_4d32,158,2.75298816E-02,-4.784791E+01,-4.524229E+01,3.539003E-02,1.980715E-02,0,0,0,0
Cs_4d32,159,2.97769035E-02,-4.735432E+01,-4.490264E+01,4.272888E-02,2.202779E-02,0,0,0,0
Cs_4d32,160,3.21923613E-02,-4.683647E+01,-4.452721E+01,5.139387E-02,2.439060E-02,0,0,0,0
Cs_4d32,161,3.47872402E-02,-4.629429E+01,-4.411704E+01,6.156777E-02,2.688269E-02,0,0,0,0
Cs_4d32,162,3.75730761E-02,-4.572778E+01,-4.367310E+01,7.344267E-02,2.948577E-02,0,0,0,0
Cs_4d32,163,4.05619691E-02,-4.513693E+01,-4.319626E+01,8.721575E-02,3.217557E-02,0,0,0,0
Cs_4d32,164,4.37665942E-02,-4.452168E+01,-4.268725E+01,1.030834E-01,3.492148E-02,0,0,0,0
Cs_4d32,165,4.72002127E-02,-4.388189E+01,-4.214670E+01,1.212336E-01,3.768626E-02,0,0,0,0
Cs_4d32,166,5.08766809E-02,-4.321741E+01,-4.157509E+01,1.418365E-01,4.042604E-02,0,0,0,0
Cs_4d32,167,5.48104589E-02,-4.252816E+01,-4.097292E+01,1.650332E-01,4.309059E-02,0,0,0,0
Cs_4d32,168,5.90166170E-02,-4.181426E+01,-4.034078E+01,1.909223E-01,4.562386E-02,0,0,0,0
Cs_4d32,169,6.35108413E-02,-4.107608E+01,-3.967949E+01,2.195456E-01,4.796494E-02,0,0,0,0
Cs_4d32,170,6.83094377E-02,-4.031431E+01,-3.899008E+01,2.508714E-01,5.004932E-02,0,0,0,0
Cs_4d32,171,7.34293340E-02,-3.952992E+01,-3.827385E+01,2.847786E-01,5.181052E-02,0,0,0,0
Cs_4d32,172,7.88880812E-02,-3.872404E+01,-3.753226E+01,3.210395E-01,5.318213E-02,0,0,0,0
Cs_4d32,173,8.47038522E-02,-3.789794E+01,-3.676685E+01,3.593046E-01,5.410007E-02,0,0,0,0
Cs_4d32,174,9.08954397E-02,-3.705293E+01,-3.597918E+01,3.990891E-01,5.450514E-02,0,0,0,0
Cs_4d32,175,9.74822516E-02,-3.619031E+01,-3.517081E+01,4.397629E-01,5.434579E-02,0,0,0,0
Cs_4d32,176,1.04484306E-01,-3.531144E+01,-3.434332E+01,4.805455E-01,5.358076E-02,0,0,0,0
Cs_4d32,177,1.11922222E-01,-3.441780E+01,-3.349839E+01,5.205074E-01,5.218174E-02,0,0,0,0
Cs_4d32,178,1.19817212E-01,-3.351124E+01,-3.263805E+01,5.585782E-01,5.013553E-02,0,0,0,0
Cs_4d32,179,1.28191073E-01,-3.259389E+01,-3.176456E+01,5.935632E-01,4.744587E-02,0,0,0,0
Cs_4d32,180,1.37066167E-01,-3.166831E+01,-3.088062E+01,6.241685E-01,4.413443E-02,0,0,0,0
Cs_4d32,181,1.46465416E-01,-3.073711E+01,-2.998897E+01,6.490344E-01,4.024128E-02,0,0,0,0
Cs_4d32,182,1.56412280E-01,-2.980276E+01,-2.909216E+01,6.667772E-01,3.582450E-02,0,0,0,0
Cs_4d32,183,1.66930743E-01,-2.886735E+01,-2.819242E+01,6.760374E-01,3.095914E-02,0,0,0,0
Cs_4d32,184,1.78045295E-01,-2.793269E+01,-2.729167E+01,6.755345E-01,2.573533E-02,0,0,0,0
Cs_4d32,185,1.89780911E-01,-2.700071E+01,-2.639192E+01,6.641244E-01,2.025562E-02,0,0,0,0
Cs_4d32,186,2.02163032E-01,-2.607346E+01,-2.549533E+01,6.408578E-01,1.463153E-02,0,0,0,0
Cs_4d32,187,2.15217541E-01,-2.515367E+01,-2.460469E+01,6.050345E-01,8.979537E-03,0,0,0,0
Cs_4d32,188,2.28970746E-01,-2.424414E+01,-2.372286E+01,5.562523E-01,3.416792E-03,0,0,0,0
Cs_4d32,189,2.43449348E-01,-2.334772E+01,-2.285274E+01,4.944457E-01,-1.943073E-03,0,0,0,0
Cs_4d32,190,2.58680427E-01,-2.246680E+01,-2.199679E+01,4.199134E-01,-6.993850E-03,0,0,0,0
Cs_4d32,191,2.74691406E-01,-2.160299E+01,-2.115669E+01,3.333319E-01,-1.164018E-02,0,0,0,0
Cs_4d32,192,2.91510038E-01,-2.075701E+01,-2.033318E+01,2.357558E-01,-1.580044E-02,0,0,0,0
Cs_4d32,193,3.09164369E-01,-1.992864E+01,-1.952615E+01,1.286017E-01,-1.940914E-02,0,0,0,0
Cs_4d32,194,3.27682722E-01,-1.911722E+01,-1.873496E+01,1.361662E-02,-2.241868E-02,0,0,0,0
Cs_4d32,195,3.47093662E-01,-1.832196E+01,-1.795889E+01,-1.071687E-01,-2.480059E-02,0,0,0,0
Cs_4d32,196,3.67425979E-01,-1.754262E+01,-1.719774E+01,-2.315026E-01,-2.654588E-02,0,0,0,0
Cs_4d32,197,3.88708654E-01,-1.677993E+01,-1.645231E+01,-3.569862E-01,-2.766452E-02,0,0,0,0
Cs_4d32,198,4.10970837E-01,-1.603552E+01,-1.572424E+01,-4.811558E-01,-2.818384E-02,0,0,0,0
Cs_4d32,199,4.34241823E-01,-1.531130E+01,-1.501548E+01,-6.015669E-01,-2.814613E-02,0,0,0,0
Cs_4d32,200,4.58551023E-01,-1.460841E+01,-1.432723E+01,-7.158754E-01,-2.760574E-02,0,0,0,0
Cs_4d32,201,4.83927941E-01,-1.392656E+01,-1.365921E+01,-8.219133E-01,-2.662625E-02,0,0,0,0
Cs_4d32,202,5.10402151E-01,-1.326419E+01,-1.300994E+01,-9.177576E-01,-2.527781E-02,0,0,0,0
Cs_4d32,203,5.38003269E-01,-1.261958E+01,-1.237773E+01,-1.001792E+00,-2.363457E-02,0,0,0,0
Cs_4d32,204,5.66760936E-01,-1.199156E+01,-1.176146E+01,-1.072754E+00,-2.177191E-02,0,0,0,0
Cs_4d32,205,5.96704788E-01,-1.138030E+01,-1.116132E+01,-1.129773E+00,-1.976349E-02,0,0,0,0
Cs_4d32,206,6.27864442E-01,-1.078674E+01,-1.057827E+01,-1.172383E+00,-1.767841E-02,0,0,0,0
Cs_4d32,207,6.60269469E-01,-1.021251E+01,-1.001400E+01,-1.200516E+00,-1.557889E-02,0,0,0,0
Cs_4d32,208,6.93949375E-01,-9.659375E+00,-9.470290E+00,-1.214480E+00,-1.351852E-02,0,0,0,0
Cs_4d32,209,7.28933585E-01,-9.128864E+00,-8.948694E+00,-1.214916E+00,-1.154137E-02,0,0,0,0
Cs_4d32,210,7.65251418E-01,-8.622062E+00,-8.450329E+00,-1.202748E+00,-9.681828E-03,0,0,0,0
Cs_4d32,211,8.02932077E-01,-8.139513E+00,-7.975765E+00,-1.179126E+00,-7.964904E-03,0,0,0,0
Cs_4d32,212,8.42004625E-01,-7.681200E+00,-7.525012E+00,-1.145367E+00,-6.407071E-03,0,0,0,0
Cs_4d32,213,8.82497974E-01,-7.246784E+00,-7.097752E+00,-1.102898E+00,-5.017256E-03,0,0,0,0
Cs_4d32,214,9.24440867E-01,-6.835537E+00,-6.693284E+00,-1.053200E+00,-3.797964E-03,0,0,0,0
Cs_4d32,215,9.67861865E-01,-6.446671E+00,-6.310837E+00,-9.977623E-01,-2.746426E-03,0,0,0,0
Cs_4d32,216,1.01278933E+00,-6.079430E+00,-5.949678E+00,-9.380396E-01,-1.855658E-03,0,0,0,0
Cs_4d32,217,1.05925143E+00,-5.733072E+00,-5.609081E+00,-8.754153E-01,-1.115469E-03,0,0,0,0
Cs_4d32,218,1.10727609E+00,-5.406986E+00,-5.288454E+00,-8.111729E-01,-5.133953E-04,0,0,0,0
Cs_4d32,219,1.15689102E+00,-5.100597E+00,-4.987240E+00,-7.464740E-01,-3.551948E-05,0,0,0,0
Cs_4d32,220,1.20812369E+00,-4.813273E+00,-4.704820E+00,-6.823425E-01,3.327788E-04,0,0,0,0
Cs_4d32,221,1.26100132E+00,-4.544226E+00,-4.440423E+00,-6.196563E-01,6.061837E-04,0,0,0,0
Cs_4d32,222,1.31555085E+00,-4.292464E+00,-4.193071E+00,-5.591451E-01,7.989229E-04,0,0,0,0
Cs_4d32,223,1.37179900E+00,-4.056809E+00,-3.961600E+00,-5.013935E-01,9.243781E-04,0,0,0,0
Cs_4d32,224,1.42977216E+00,-3.835977E+00,-3.744739E+00,-4.468486E-01,9.948274E-04,0,0,0,0
Cs_4d32,225,1.48949650E+00,-3.628679E+00,-3.541210E+00,-3.958304E-01,1.021302E-03,0,0,0,0
Cs_4d32,226,1.55099785E+00,-3.433720E+00,-3.349830E+00,-3.485446E-01,1.013535E-03,0,0,0,0
Cs_4d32,227,1.61430178E+00,-3.250081E+00,-3.169592E+00,-3.050958E-01,9.799678E-04,0,0,0,0
Cs_4d32,228,1.67943358E+00,-3.076853E+00,-2.999595E+00,-2.655013E-01,9.278055E-04,0,0,0,0
Cs_4d32,229,1.74641821E+00,-2.913361E+00,-2.839174E+00,-2.297048E-01,8.630879E-04,0,0,0,0
Cs_4d32,230,1.81528034E+00,-2.758997E+00,-2.687731E+00,-1.975896E-01,7.907834E-04,0,0,0,0
Cs_4d32,231,1.88604435E+00,-2.613271E+00,-2.544783E+00,-1.689910E-01,7.148875E-04,0,0,0,0
